structure_id,fire,damage,roof_material,side_material,ground_deck_material,elevated_deck_material,eaves,vent_screen,window_pane,patio_cover,fence,coordinate_x,coordinate_y
11192,palisades,destroyed (>50%),metal,n/a,masonry,n/a,n/a,<= 1/8 in,single pane,n/a,n/a,135056.907270817,-440784.532859202
11193,palisades,no damage,asphalt,masonry,masonry,n/a,n/a,n/a,multi pane,combustible,non-combustible,135248.696418359,-439932.569845924
11194,palisades,no damage,asphalt,masonry,masonry,n/a,n/a,n/a,multi pane,combustible,n/a,136178.231589608,-440033.729515979
11195,palisades,no damage,tile,masonry,masonry,n/a,unenclosed,<= 1/8 in,single pane,combustible,combustible,132690.780931342,-436968.227467565
11196,palisades,destroyed (>50%),asphalt,masonry,masonry,n/a,n/a,> 1/8 in,single pane,n/a,combustible,134952.996905166,-440242.674302097
11197,palisades,affected (>0-10%),asphalt,masonry,n/a,masonry,unenclosed,<= 1/8 in,multi pane,n/a,combustible,125587.122661137,-441022.100797607
11198,palisades,no damage,tile,masonry,masonry,masonry,unenclosed,> 1/8 in,multi pane,n/a,non-combustible,135293.636465531,-440272.937388895
11199,palisades,no damage,asphalt,masonry,n/a,n/a,unenclosed,n/a,single pane,n/a,combustible,135198.370281279,-440183.455615092
11200,palisades,destroyed (>50%),asphalt,masonry,masonry,n/a,n/a,n/a,n/a,n/a,combustible,134907.969713431,-440413.584819086
11201,palisades,destroyed (>50%),asphalt,masonry,wood,n/a,unenclosed,<= 1/8 in,single pane,combustible,n/a,136457.735861629,-436129.800360909
11202,palisades,destroyed (>50%),asphalt,n/a,masonry,n/a,n/a,n/a,single pane,non-combustible,n/a,135200.063193852,-440955.689058661
11203,palisades,destroyed (>50%),metal,metal,masonry,n/a,n/a,<= 1/8 in,single pane,n/a,n/a,135173.135428413,-441083.200356174
11204,palisades,destroyed (>50%),asphalt,masonry,masonry,n/a,unenclosed,> 1/8 in,multi pane,n/a,non-combustible,135260.461500396,-440606.560742004
11205,palisades,affected (>0-10%),asphalt,masonry,masonry,n/a,enclosed,n/a,multi pane,n/a,non-combustible,131331.681623139,-440527.758603854
11206,palisades,destroyed (>50%),asphalt,masonry,masonry,n/a,n/a,> 1/8 in,multi pane,combustible,n/a,135321.758341879,-440581.721001189
11207,palisades,destroyed (>50%),asphalt,masonry,n/a,n/a,n/a,<= 1/8 in,single pane,n/a,n/a,135334.906675884,-440402.710380016
11208,palisades,no damage,asphalt,masonry,masonry,masonry,unenclosed,> 1/8 in,multi pane,combustible,non-combustible,135347.858796844,-440147.423170192
11209,palisades,affected (>0-10%),tile,masonry,masonry,masonry,unenclosed,unscreened,multi pane,combustible,non-combustible,125346.88597785,-440502.593622277
11210,palisades,no damage,metal,masonry,masonry,masonry,n/a,> 1/8 in,multi pane,combustible,combustible,136461.225185658,-441194.079950709
11211,palisades,no damage,tile,masonry,masonry,n/a,enclosed,n/a,multi pane,n/a,non-combustible,135151.854886992,-440114.824058462
11212,palisades,destroyed (>50%),asphalt,wood,masonry,n/a,n/a,> 1/8 in,single pane,n/a,combustible,134993.52858249,-440214.940710276
11213,palisades,destroyed (>50%),tile,masonry,masonry,n/a,n/a,<= 1/8 in,single pane,n/a,non-combustible,135040.380560651,-440156.670827771
11214,palisades,no damage,asphalt,wood,masonry,composite,unenclosed,> 1/8 in,single pane,n/a,combustible,135258.963020867,-440201.519431235
11215,palisades,destroyed (>50%),tile,masonry,masonry,n/a,n/a,n/a,n/a,combustible,combustible,135397.08348692,-440182.185552597
11216,palisades,no damage,tile,masonry,masonry,masonry,enclosed,> 1/8 in,multi pane,non-combustible,combustible,132547.552755162,-436719.065969458
11217,palisades,destroyed (>50%),asphalt,masonry,n/a,n/a,n/a,> 1/8 in,n/a,n/a,non-combustible,135025.440408875,-440608.663450334
11218,palisades,destroyed (>50%),asphalt,masonry,masonry,wood,n/a,<= 1/8 in,single pane,combustible,n/a,135266.733032552,-440818.084333027
11219,palisades,no damage,tile,masonry,masonry,masonry,enclosed,> 1/8 in,multi pane,non-combustible,combustible,132553.254562292,-436691.746618841
11220,palisades,destroyed (>50%),metal,n/a,n/a,wood,n/a,n/a,n/a,combustible,n/a,135058.500847715,-440938.405006833
11221,palisades,destroyed (>50%),n/a,masonry,masonry,n/a,n/a,n/a,single pane,n/a,n/a,129764.888837116,-438824.574836088
11222,palisades,destroyed (>50%),asphalt,masonry,masonry,masonry,n/a,> 1/8 in,n/a,n/a,n/a,135887.534310639,-441131.332795685
11223,palisades,no damage,tile,masonry,masonry,n/a,unenclosed,> 1/8 in,single pane,n/a,combustible,132844.257305004,-436996.160123011
11224,palisades,affected (>0-10%),asphalt,masonry,masonry,n/a,n/a,n/a,single pane,n/a,n/a,125647.426372003,-438580.266987981
11225,palisades,no damage,tile,masonry,masonry,masonry,unenclosed,<= 1/8 in,single pane,n/a,n/a,132555.731720615,-436802.38355794
11226,palisades,destroyed (>50%),asphalt,masonry,masonry,n/a,unenclosed,n/a,n/a,n/a,non-combustible,135014.356024801,-440275.309187526
11227,palisades,no damage,asphalt,masonry,n/a,n/a,unenclosed,> 1/8 in,multi pane,n/a,combustible,135216.786487684,-440201.008043787
11228,palisades,no damage,asphalt,masonry,masonry,n/a,unenclosed,> 1/8 in,multi pane,combustible,combustible,132846.828150145,-440294.440617444
11229,palisades,destroyed (>50%),tile,masonry,masonry,n/a,n/a,> 1/8 in,single pane,n/a,non-combustible,135143.816343367,-440635.108595688
11230,palisades,destroyed (>50%),asphalt,wood,n/a,wood,n/a,<= 1/8 in,single pane,combustible,combustible,135191.87666783,-441041.405994214
11231,palisades,destroyed (>50%),asphalt,metal,n/a,wood,n/a,n/a,single pane,combustible,n/a,135307.267730908,-440877.071294595
11232,palisades,destroyed (>50%),asphalt,wood,masonry,n/a,n/a,n/a,n/a,n/a,combustible,134976.222438673,-440310.305583913
11233,palisades,no damage,asphalt,masonry,masonry,n/a,enclosed,n/a,multi pane,non-combustible,combustible,136680.173486287,-440934.753060769
11234,palisades,no damage,n/a,masonry,masonry,masonry,n/a,n/a,multi pane,n/a,n/a,137998.652582191,-438236.772596659
11235,palisades,destroyed (>50%),asphalt,masonry,masonry,n/a,n/a,<= 1/8 in,multi pane,n/a,combustible,135017.596389737,-440135.175416844
11236,palisades,destroyed (>50%),tile,masonry,masonry,masonry,n/a,> 1/8 in,single pane,n/a,combustible,134997.131220795,-440177.669272391
11237,palisades,destroyed (>50%),asphalt,masonry,masonry,wood,n/a,> 1/8 in,multi pane,n/a,non-combustible,135021.473884735,-440625.143006772
11238,palisades,destroyed (>50%),asphalt,masonry,masonry,n/a,n/a,n/a,n/a,n/a,n/a,135312.327434461,-440573.314214494
11239,palisades,destroyed (>50%),metal,metal,masonry,n/a,n/a,<= 1/8 in,single pane,n/a,n/a,135128.788787614,-441003.832019974
11240,palisades,no damage,tile,masonry,masonry,n/a,n/a,n/a,n/a,n/a,n/a,133487.535487238,-436938.094187165
11241,palisades,destroyed (>50%),asphalt,masonry,masonry,n/a,n/a,n/a,single pane,n/a,non-combustible,135298.493732066,-440849.996221861
11242,palisades,destroyed (>50%),asphalt,masonry,masonry,masonry,n/a,<= 1/8 in,n/a,n/a,combustible,134943.240873342,-440190.92032019
11243,palisades,no damage,asphalt,wood,masonry,wood,n/a,<= 1/8 in,multi pane,n/a,n/a,137936.125544314,-439127.407964328
11244,palisades,destroyed (>50%),asphalt,masonry,masonry,n/a,n/a,> 1/8 in,n/a,n/a,combustible,137951.665752458,-438978.363785086
11245,palisades,destroyed (>50%),asphalt,masonry,masonry,masonry,n/a,> 1/8 in,single pane,n/a,non-combustible,134918.72088395,-440285.459441682
11246,palisades,no damage,asphalt,masonry,masonry,masonry,unenclosed,> 1/8 in,multi pane,combustible,combustible,135348.073632436,-440204.28154435
11247,palisades,destroyed (>50%),asphalt,masonry,masonry,wood,unenclosed,> 1/8 in,single pane,combustible,combustible,135188.688570006,-440609.835143451
11248,palisades,destroyed (>50%),tile,masonry,masonry,n/a,n/a,n/a,n/a,n/a,combustible,137943.487582374,-439000.703643521
11249,palisades,destroyed (>50%),asphalt,wood,masonry,n/a,unenclosed,> 1/8 in,single pane,n/a,combustible,134954.34252824,-440388.447033616
11250,palisades,no damage,tile,wood,masonry,n/a,unenclosed,> 1/8 in,single pane,n/a,combustible,137231.57309764,-440048.725491311
11251,palisades,no damage,asphalt,masonry,masonry,masonry,enclosed,n/a,single pane,non-combustible,non-combustible,137699.514908206,-439303.706855092
11252,palisades,no damage,asphalt,masonry,masonry,n/a,unenclosed,<= 1/8 in,n/a,n/a,non-combustible,135551.320180492,-439067.317942871
11253,palisades,affected (>0-10%),asphalt,masonry,masonry,masonry,enclosed,<= 1/8 in,multi pane,non-combustible,non-combustible,132134.715655759,-440348.836647572
11254,palisades,destroyed (>50%),metal,metal,n/a,n/a,n/a,n/a,single pane,combustible,combustible,129801.160590749,-438814.4243211
11255,palisades,destroyed (>50%),asphalt,masonry,masonry,n/a,unenclosed,> 1/8 in,single pane,n/a,combustible,134970.876158927,-440522.159191746
11256,palisades,destroyed (>50%),asphalt,masonry,masonry,n/a,unenclosed,n/a,n/a,n/a,n/a,136455.644576504,-435929.961215934
11257,palisades,no damage,tile,masonry,masonry,masonry,enclosed,n/a,multi pane,combustible,combustible,137653.209670104,-440096.79868225
11258,palisades,no damage,asphalt,masonry,masonry,masonry,unenclosed,> 1/8 in,single pane,combustible,combustible,135346.267886713,-440309.50034227
11259,palisades,destroyed (>50%),asphalt,wood,n/a,n/a,unenclosed,> 1/8 in,single pane,n/a,non-combustible,135398.867390276,-440215.84546588
11260,palisades,no damage,asphalt,wood,n/a,wood,unenclosed,n/a,single pane,combustible,combustible,137041.992453599,-441054.827445693
11261,palisades,destroyed (>50%),metal,n/a,masonry,n/a,n/a,<= 1/8 in,single pane,n/a,n/a,135065.920868801,-440807.811799811
11262,palisades,no damage,asphalt,wood,masonry,masonry,enclosed,> 1/8 in,multi pane,combustible,combustible,136405.476724868,-441208.464836005
11263,palisades,destroyed (>50%),n/a,masonry,masonry,wood,n/a,> 1/8 in,n/a,n/a,combustible,135243.746187176,-440977.163104877
11264,palisades,affected (>0-10%),asphalt,masonry,masonry,masonry,n/a,> 1/8 in,multi pane,combustible,combustible,128656.449483767,-437716.690666489
11265,palisades,destroyed (>50%),metal,masonry,n/a,n/a,n/a,n/a,n/a,n/a,n/a,128224.056140144,-437458.286484094
11266,palisades,destroyed (>50%),asphalt,n/a,n/a,wood,n/a,> 1/8 in,n/a,combustible,n/a,135132.761376125,-440959.257593246
11267,palisades,affected (>0-10%),asphalt,wood,wood,wood,unenclosed,> 1/8 in,multi pane,combustible,non-combustible,135003.183933915,-439840.598103629
11268,palisades,no damage,asphalt,wood,masonry,n/a,unenclosed,> 1/8 in,single pane,combustible,combustible,135114.306949883,-440430.219454531
11269,palisades,no damage,asphalt,masonry,masonry,n/a,unenclosed,n/a,single pane,n/a,combustible,135147.137133603,-440418.645684104
11270,palisades,no damage,asphalt,wood,n/a,n/a,unenclosed,n/a,n/a,n/a,non-combustible,137669.05556536,-439439.501197647
11271,palisades,no damage,asphalt,masonry,masonry,n/a,enclosed,<= 1/8 in,multi pane,combustible,combustible,135285.643798574,-439885.26761476
11272,palisades,destroyed (>50%),asphalt,masonry,n/a,masonry,n/a,n/a,single pane,non-combustible,n/a,135217.801733455,-440892.64087506
11273,palisades,no damage,asphalt,masonry,masonry,n/a,unenclosed,n/a,multi pane,n/a,n/a,135190.390788493,-440765.205417981
11274,palisades,no damage,asphalt,masonry,masonry,wood,unenclosed,> 1/8 in,single pane,combustible,combustible,135172.208931637,-440319.365221685
11275,palisades,affected (>0-10%),asphalt,masonry,n/a,n/a,enclosed,n/a,multi pane,n/a,n/a,136946.379783563,-439362.71507566
11276,palisades,destroyed (>50%),asphalt,masonry,masonry,n/a,n/a,> 1/8 in,multi pane,combustible,combustible,134968.564149833,-440592.897152981
11277,palisades,destroyed (>50%),asphalt,masonry,n/a,masonry,n/a,> 1/8 in,single pane,n/a,n/a,135182.358618927,-440873.618578074
11278,palisades,no damage,asphalt,wood,masonry,n/a,unenclosed,> 1/8 in,multi pane,combustible,combustible,137669.542430594,-435927.483286375
11279,palisades,no damage,n/a,n/a,masonry,masonry,n/a,n/a,single pane,n/a,n/a,124761.849388211,-441095.046908805
11280,palisades,affected (>0-10%),metal,metal,masonry,n/a,n/a,n/a,n/a,n/a,n/a,132273.186751683,-437268.770260496
11281,palisades,no damage,metal,masonry,masonry,masonry,n/a,> 1/8 in,single pane,combustible,n/a,136853.118799696,-441090.2846798
11282,palisades,no damage,tile,masonry,masonry,masonry,enclosed,> 1/8 in,multi pane,non-combustible,non-combustible,132509.033636195,-436635.298904894
11283,palisades,destroyed (>50%),asphalt,masonry,n/a,masonry,n/a,> 1/8 in,single pane,n/a,non-combustible,135244.775464301,-440597.488947988
11284,palisades,destroyed (>50%),asphalt,masonry,masonry,n/a,n/a,n/a,n/a,n/a,combustible,135003.523299593,-440212.047587276
11285,palisades,destroyed (>50%),asphalt,masonry,masonry,n/a,n/a,n/a,single pane,n/a,n/a,134934.633839202,-440198.206050619
11286,palisades,destroyed (>50%),tile,masonry,masonry,masonry,enclosed,> 1/8 in,multi pane,n/a,combustible,135022.028191246,-440586.398263767
11287,palisades,destroyed (>50%),asphalt,masonry,masonry,n/a,n/a,n/a,single pane,n/a,non-combustible,135338.421338067,-440584.461185839
11288,palisades,destroyed (>50%),tile,masonry,masonry,masonry,n/a,> 1/8 in,multi pane,n/a,combustible,129325.2590022,-440768.51403098
11289,palisades,destroyed (>50%),asphalt,masonry,masonry,n/a,n/a,n/a,n/a,n/a,n/a,135890.883766135,-440605.112575477
11290,palisades,destroyed (>50%),asphalt,masonry,masonry,n/a,enclosed,<= 1/8 in,multi pane,n/a,combustible,135313.338410103,-440640.007234327
11291,palisades,no damage,asphalt,wood,masonry,n/a,unenclosed,> 1/8 in,single pane,combustible,n/a,136982.258623163,-441128.294950437
11292,palisades,destroyed (>50%),asphalt,n/a,masonry,wood,n/a,unscreened,single pane,n/a,n/a,135214.815276823,-441006.681944322
11293,palisades,no damage,asphalt,wood,masonry,n/a,enclosed,> 1/8 in,multi pane,n/a,n/a,135008.636248782,-440541.178943293
11294,palisades,destroyed (>50%),asphalt,masonry,masonry,n/a,unenclosed,> 1/8 in,n/a,n/a,non-combustible,135058.563388852,-440023.605514418
11295,palisades,destroyed (>50%),asphalt,n/a,masonry,n/a,n/a,n/a,single pane,combustible,n/a,135166.099940519,-440908.85000257
11296,palisades,no damage,tile,masonry,masonry,n/a,unenclosed,n/a,multi pane,n/a,combustible,136444.00723842,-441211.054535795
11297,palisades,affected (>0-10%),asphalt,masonry,masonry,masonry,enclosed,> 1/8 in,multi pane,n/a,n/a,124724.821282826,-436834.987417653
11298,palisades,no damage,tile,masonry,masonry,n/a,unenclosed,> 1/8 in,single pane,non-combustible,non-combustible,137568.836265088,-436289.711849717
11299,palisades,destroyed (>50%),asphalt,masonry,masonry,masonry,n/a,> 1/8 in,single pane,n/a,combustible,135199.397408452,-440595.133678799
11300,palisades,no damage,asphalt,masonry,n/a,n/a,unenclosed,> 1/8 in,multi pane,n/a,non-combustible,135274.658753407,-440385.319432085
11301,palisades,destroyed (>50%),asphalt,masonry,n/a,n/a,unenclosed,<= 1/8 in,n/a,n/a,combustible,135390.593416839,-440238.313212225
11302,palisades,destroyed (>50%),asphalt,masonry,masonry,masonry,n/a,<= 1/8 in,multi pane,combustible,combustible,134964.747093066,-440434.351570955
11303,palisades,no damage,asphalt,masonry,masonry,masonry,unenclosed,> 1/8 in,multi pane,combustible,combustible,135276.970730075,-440350.950541999
11304,palisades,no damage,tile,masonry,masonry,n/a,unenclosed,n/a,multi pane,n/a,combustible,136233.723049511,-439723.009590095
11305,palisades,no damage,asphalt,masonry,masonry,masonry,n/a,n/a,multi pane,non-combustible,non-combustible,135301.15896854,-439734.811977357
11306,palisades,destroyed (>50%),asphalt,masonry,masonry,masonry,n/a,<= 1/8 in,single pane,n/a,non-combustible,134903.280418545,-440258.453556031
11307,palisades,destroyed (>50%),wood,wood,n/a,n/a,n/a,n/a,n/a,n/a,combustible,135365.840568984,-440302.443487365
11308,palisades,destroyed (>50%),asphalt,masonry,n/a,n/a,n/a,> 1/8 in,single pane,n/a,combustible,135085.407667156,-440018.985513164
11309,palisades,affected (>0-10%),tile,masonry,masonry,n/a,n/a,<= 1/8 in,single pane,n/a,n/a,125216.415381984,-440828.137298893
11310,palisades,destroyed (>50%),tile,masonry,masonry,n/a,n/a,<= 1/8 in,single pane,n/a,non-combustible,132478.009099769,-436982.987131434
11311,palisades,destroyed (>50%),asphalt,wood,masonry,n/a,n/a,> 1/8 in,single pane,n/a,combustible,135274.30886755,-440846.656530868
11312,palisades,no damage,metal,wood,wood,n/a,unenclosed,n/a,single pane,n/a,non-combustible,135241.006228167,-440394.791806811
11313,palisades,destroyed (>50%),asphalt,metal,masonry,wood,n/a,n/a,single pane,combustible,n/a,135195.891660851,-440876.963747475
11314,palisades,destroyed (>50%),asphalt,masonry,n/a,n/a,n/a,n/a,single pane,n/a,n/a,136487.78342375,-436109.103124632
11315,palisades,destroyed (>50%),asphalt,masonry,masonry,n/a,n/a,> 1/8 in,n/a,combustible,combustible,134883.494170008,-440195.327446397
11316,palisades,no damage,asphalt,masonry,masonry,n/a,unenclosed,> 1/8 in,multi pane,n/a,combustible,135267.078437545,-440149.341219841
11317,palisades,no damage,asphalt,masonry,masonry,masonry,n/a,<= 1/8 in,multi pane,non-combustible,non-combustible,137650.583026685,-439729.202733409
11318,palisades,destroyed (>50%),tile,masonry,masonry,masonry,n/a,n/a,single pane,n/a,n/a,125311.413633891,-439526.285455661
11319,palisades,affected (>0-10%),masonry,masonry,n/a,masonry,n/a,unscreened,multi pane,n/a,non-combustible,135525.685418355,-440193.67551988
11320,palisades,no damage,asphalt,masonry,n/a,n/a,unenclosed,<= 1/8 in,multi pane,combustible,combustible,132629.705097279,-436992.572766148
11321,palisades,no damage,tile,vinyl,masonry,wood,enclosed,n/a,single pane,n/a,n/a,137839.23878344,-438964.821116989
11322,palisades,destroyed (>50%),asphalt,masonry,wood,masonry,n/a,> 1/8 in,single pane,combustible,combustible,135020.763583623,-440364.396087209
11323,palisades,destroyed (>50%),asphalt,masonry,masonry,n/a,n/a,n/a,single pane,combustible,non-combustible,135307.566416771,-440848.965979805
